energy;conductance
0.018;0.043
0.0182;0.068
0.0184;0.099
0.0186;0.137
0.0188;0.184
0.019;0.237
0.0192;0.297
0.0194;0.362
0.0196;0.431
0.0198;0.502
0.02;0.572
0.0202;0.64
0.0204;0.704
0.0206;0.762
0.0208;0.814
0.021;0.859
0.0212;0.896
0.0214;0.927
0.0216;0.951
0.0218;0.969
0.022;0.983
0.0222;0.992
0.0224;0.997
0.0226;1.0
0.0228;1.0
0.023;0.998
0.0232;0.994
0.0234;0.989
0.0236;0.983
0.0238;0.977
0.024;0.97
0.0242;0.962
0.0244;0.954
0.0246;0.946
0.0248;0.938
0.025;0.93
0.0252;0.922
0.0254;0.914
0.0256;0.907
0.0258;0.899
0.026;0.891
0.0262;0.884
0.0264;0.877
0.0266;0.87
0.0268;0.863
0.027;0.856
0.0272;0.85
0.0274;0.844
0.0276;0.838
0.0278;0.832
0.028;0.826
0.0282;0.82
0.0284;0.815
0.0286;0.81
0.0288;0.804
0.029;0.799
0.0292;0.795
0.0294;0.79
0.0296;0.785
0.0298;0.781
0.03;0.777
0.0302;0.772
0.0304;0.768
0.0306;0.764
0.0308;0.76
0.031;0.756
0.0312;0.753
0.0314;0.749
0.0316;0.746
0.0318;0.742
0.032;0.739
0.0322;0.735
0.0324;0.732
0.0326;0.729
0.0328;0.726
0.033;0.723
0.0332;0.72
0.0334;0.717
0.0336;0.714
0.0338;0.712
0.034;0.709
0.0342;0.706
0.0344;0.704
0.0346;0.701
0.0348;0.699
0.035;0.696
0.0352;0.694
0.0354;0.691
0.0356;0.689
0.0358;0.687
0.036;0.684
0.0362;0.682
0.0364;0.68
0.0366;0.678
0.0368;0.676
0.037;0.674
0.0372;0.672
0.0374;0.67
0.0376;0.668
0.0378;0.666
0.038;0.664
0.0382;0.662
0.0384;0.66
0.0386;0.658
0.0388;0.656
0.039;0.654
0.0392;0.653
0.0394;0.651
0.0396;0.649
0.0398;0.647
0.04;0.646
0.0402;0.644
0.0404;0.642
0.0406;0.64
0.0408;0.639
0.041;0.637
0.0412;0.635
0.0414;0.634
0.0416;0.632
0.0418;0.631
0.042;0.629
0.0422;0.627
0.0424;0.626
0.0426;0.624
0.0428;0.623
0.043;0.621
0.0432;0.62
0.0434;0.618
0.0436;0.617
0.0438;0.615
0.044;0.614
0.0442;0.612
0.0444;0.611
0.0446;0.609
0.0448;0.608
0.045;0.607
0.0452;0.605
0.0454;0.604
0.0456;0.602
0.0458;0.601
0.046;0.599
0.0462;0.598
0.0464;0.597
0.0466;0.595
0.0468;0.594
0.047;0.592
0.0472;0.591
0.0474;0.59
0.0476;0.588
0.0478;0.587
0.048;0.585
0.0482;0.584
0.0484;0.583
0.0486;0.581
0.0488;0.58
0.049;0.579
0.0492;0.577
0.0494;0.576
0.0496;0.574
0.0498;0.573
0.05;0.572
0.0502;0.57
0.0504;0.569
0.0506;0.568
0.0508;0.566
0.051;0.565
0.0512;0.563
0.0514;0.562
0.0516;0.561
0.0518;0.559
0.052;0.558
0.0522;0.557
0.0524;0.555
0.0526;0.554
0.0528;0.552
0.053;0.551
0.0532;0.55
0.0534;0.548
0.0536;0.547
0.0538;0.545
0.054;0.544
0.0542;0.543
0.0544;0.541
0.0546;0.54
0.0548;0.538
0.055;0.537
0.0552;0.536
0.0554;0.534
0.0556;0.533
0.0558;0.531
0.056;0.53
0.0562;0.528
0.0564;0.527
0.0566;0.525
0.0568;0.524
0.057;0.523
0.0572;0.521
0.0574;0.52
0.0576;0.518
0.0578;0.517
0.058;0.515
0.0582;0.514
0.0584;0.512
0.0586;0.511
0.0588;0.509
0.059;0.508
0.0592;0.506
0.0594;0.504
0.0596;0.503
0.0598;0.501
0.06;0.5
0.0602;0.498
0.0604;0.497
0.0606;0.495
0.0608;0.493
0.061;0.492
0.0612;0.49
0.0614;0.489
0.0616;0.487
0.0618;0.485
0.062;0.484
0.0622;0.482
0.0624;0.48
0.0626;0.479
0.0628;0.477
0.063;0.475
0.0632;0.474
0.0634;0.472
0.0636;0.47
0.0638;0.469
0.064;0.467
0.0642;0.465
0.0644;0.463
0.0646;0.462
0.0648;0.46
0.065;0.458
0.0652;0.456
0.0654;0.454
0.0656;0.453
0.0658;0.451
0.066;0.449
0.0662;0.447
0.0664;0.445
0.0666;0.443
0.0668;0.441
0.067;0.44
0.0672;0.438
0.0674;0.436
0.0676;0.434
0.0678;0.432
0.068;0.43
0.0682;0.428
0.0684;0.426
0.0686;0.424
0.0688;0.422
0.069;0.42
0.0692;0.418
0.0694;0.416
0.0696;0.414
0.0698;0.412
0.07;0.409
0.0702;0.407
0.0704;0.405
0.0706;0.403
0.0708;0.401
0.071;0.399
0.0712;0.397
0.0714;0.394
0.0716;0.392
0.0718;0.39
0.072;0.388
0.0722;0.385
0.0724;0.383
0.0726;0.381
0.0728;0.379
0.073;0.376
0.0732;0.374
0.0734;0.372
0.0736;0.369
0.0738;0.367
0.074;0.364
0.0742;0.362
0.0744;0.36
0.0746;0.357
0.0748;0.355
0.075;0.352
0.0752;0.35
0.0754;0.347
0.0756;0.345
0.0758;0.342
0.076;0.339
0.0762;0.337
0.0764;0.334
0.0766;0.332
0.0768;0.329
0.077;0.326
0.0772;0.324
0.0774;0.321
0.0776;0.318
0.0778;0.315
0.078;0.313
0.0782;0.31
0.0784;0.307
0.0786;0.304
0.0788;0.301
0.079;0.299
0.0792;0.296
0.0794;0.293
0.0796;0.29
0.0798;0.287
0.08;0.284
0.0802;0.281
0.0804;0.278
0.0806;0.275
0.0808;0.272
0.081;0.269
0.0812;0.266
0.0814;0.263
0.0816;0.26
0.0818;0.257
0.082;0.253
0.0822;0.25
0.0824;0.247
0.0826;0.244
0.0828;0.241
0.083;0.237
0.0832;0.234
0.0834;0.231
0.0836;0.228
0.0838;0.224
0.084;0.221
0.0842;0.218
0.0844;0.214
0.0846;0.211
0.0848;0.208
0.085;0.204
0.0852;0.201
0.0854;0.198
0.0856;0.194
0.0858;0.191
0.086;0.187
0.0862;0.184
0.0864;0.18
0.0866;0.177
0.0868;0.173
0.087;0.17
0.0872;0.166
0.0874;0.163
0.0876;0.159
0.0878;0.156
0.088;0.152
0.0882;0.149
0.0884;0.145
0.0886;0.142
0.0888;0.138
0.089;0.135
0.0892;0.131
0.0894;0.127
0.0896;0.124
0.0898;0.12
0.09;0.117
0.0902;0.113
0.0904;0.11
0.0906;0.106
0.0908;0.103
0.091;0.099
0.0912;0.096
0.0914;0.093
0.0916;0.089
0.0918;0.086
0.092;0.082
0.0922;0.079
0.0924;0.076
0.0926;0.073
0.0928;0.069
0.093;0.066
0.0932;0.063
0.0934;0.06
0.0936;0.057
0.0938;0.054
0.094;0.051
0.0942;0.048
0.0944;0.045
0.0946;0.042
0.0948;0.039
0.095;0.037
0.0952;0.034
0.0954;0.031
0.0956;0.029
0.0958;0.027
0.096;0.024
0.0962;0.022
0.0964;0.02
0.0966;0.018
0.0968;0.016
0.097;0.014
0.0972;0.012
0.0974;0.01
0.0976;0.009
0.0978;0.007
0.098;0.006
0.0982;0.005
0.0984;0.004
0.0986;0.003
0.0988;0.002
0.099;0.001
0.0992;0.001
0.0994;0.0
0.0996;0.0
0.0998;0.0
0.1;0.0
