energy;conductance
-0.1;0.94
-0.0998;0.94
-0.0996;0.94
-0.0994;0.94
-0.0992;0.94
-0.099;0.941
-0.0988;0.941
-0.0986;0.941
-0.0984;0.941
-0.0982;0.941
-0.098;0.941
-0.0978;0.941
-0.0976;0.941
-0.0974;0.941
-0.0972;0.941
-0.097;0.941
-0.0968;0.941
-0.0966;0.941
-0.0964;0.941
-0.0962;0.941
-0.096;0.941
-0.0958;0.941
-0.0956;0.941
-0.0954;0.941
-0.0952;0.941
-0.095;0.941
-0.0948;0.941
-0.0946;0.941
-0.0944;0.941
-0.0942;0.941
-0.094;0.941
-0.0938;0.941
-0.0936;0.941
-0.0934;0.941
-0.0932;0.941
-0.093;0.941
-0.0928;0.941
-0.0926;0.941
-0.0924;0.941
-0.0922;0.941
-0.092;0.941
-0.0918;0.941
-0.0916;0.941
-0.0914;0.941
-0.0912;0.941
-0.091;0.941
-0.0908;0.941
-0.0906;0.941
-0.0904;0.941
-0.0902;0.941
-0.09;0.941
-0.0898;0.941
-0.0896;0.941
-0.0894;0.941
-0.0892;0.941
-0.089;0.941
-0.0888;0.941
-0.0886;0.941
-0.0884;0.941
-0.0882;0.941
-0.088;0.941
-0.0878;0.941
-0.0876;0.941
-0.0874;0.941
-0.0872;0.941
-0.087;0.941
-0.0868;0.941
-0.0866;0.941
-0.0864;0.941
-0.0862;0.941
-0.086;0.941
-0.0858;0.941
-0.0856;0.941
-0.0854;0.941
-0.0852;0.941
-0.085;0.941
-0.0848;0.941
-0.0846;0.941
-0.0844;0.941
-0.0842;0.941
-0.084;0.941
-0.0838;0.941
-0.0836;0.941
-0.0834;0.941
-0.0832;0.941
-0.083;0.941
-0.0828;0.941
-0.0826;0.941
-0.0824;0.941
-0.0822;0.942
-0.082;0.942
-0.0818;0.942
-0.0816;0.942
-0.0814;0.942
-0.0812;0.942
-0.081;0.942
-0.0808;0.942
-0.0806;0.942
-0.0804;0.942
-0.0802;0.942
-0.08;0.942
-0.0798;0.942
-0.0796;0.942
-0.0794;0.942
-0.0792;0.942
-0.079;0.942
-0.0788;0.942
-0.0786;0.942
-0.0784;0.942
-0.0782;0.942
-0.078;0.942
-0.0778;0.942
-0.0776;0.942
-0.0774;0.942
-0.0772;0.942
-0.077;0.942
-0.0768;0.942
-0.0766;0.942
-0.0764;0.942
-0.0762;0.942
-0.076;0.942
-0.0758;0.942
-0.0756;0.942
-0.0754;0.942
-0.0752;0.942
-0.075;0.942
-0.0748;0.942
-0.0746;0.942
-0.0744;0.942
-0.0742;0.942
-0.074;0.942
-0.0738;0.942
-0.0736;0.942
-0.0734;0.942
-0.0732;0.942
-0.073;0.942
-0.0728;0.942
-0.0726;0.942
-0.0724;0.942
-0.0722;0.942
-0.072;0.942
-0.0718;0.942
-0.0716;0.942
-0.0714;0.942
-0.0712;0.942
-0.071;0.942
-0.0708;0.942
-0.0706;0.942
-0.0704;0.942
-0.0702;0.942
-0.07;0.942
-0.0698;0.942
-0.0696;0.942
-0.0694;0.942
-0.0692;0.942
-0.069;0.942
-0.0688;0.942
-0.0686;0.942
-0.0684;0.942
-0.0682;0.942
-0.068;0.942
-0.0678;0.942
-0.0676;0.942
-0.0674;0.942
-0.0672;0.942
-0.067;0.942
-0.0668;0.942
-0.0666;0.942
-0.0664;0.942
-0.0662;0.942
-0.066;0.942
-0.0658;0.942
-0.0656;0.942
-0.0654;0.942
-0.0652;0.942
-0.065;0.942
-0.0648;0.942
-0.0646;0.942
-0.0644;0.942
-0.0642;0.942
-0.064;0.942
-0.0638;0.942
-0.0636;0.942
-0.0634;0.942
-0.0632;0.942
-0.063;0.942
-0.0628;0.942
-0.0626;0.942
-0.0624;0.942
-0.0622;0.942
-0.062;0.942
-0.0618;0.942
-0.0616;0.942
-0.0614;0.942
-0.0612;0.942
-0.061;0.942
-0.0608;0.942
-0.0606;0.942
-0.0604;0.943
-0.0602;0.943
-0.06;0.943
-0.0598;0.943
-0.0596;0.943
-0.0594;0.943
-0.0592;0.943
-0.059;0.943
-0.0588;0.943
-0.0586;0.943
-0.0584;0.943
-0.0582;0.943
-0.058;0.943
-0.0578;0.943
-0.0576;0.943
-0.0574;0.943
-0.0572;0.943
-0.057;0.943
-0.0568;0.943
-0.0566;0.943
-0.0564;0.943
-0.0562;0.943
-0.056;0.943
-0.0558;0.943
-0.0556;0.943
-0.0554;0.943
-0.0552;0.943
-0.055;0.943
-0.0548;0.943
-0.0546;0.943
-0.0544;0.943
-0.0542;0.943
-0.054;0.943
-0.0538;0.943
-0.0536;0.943
-0.0534;0.943
-0.0532;0.943
-0.053;0.943
-0.0528;0.943
-0.0526;0.943
-0.0524;0.943
-0.0522;0.943
-0.052;0.943
-0.0518;0.943
-0.0516;0.943
-0.0514;0.943
-0.0512;0.943
-0.051;0.943
-0.0508;0.943
-0.0506;0.943
-0.0504;0.943
-0.0502;0.943
-0.05;0.943
-0.0498;0.943
-0.0496;0.943
-0.0494;0.943
-0.0492;0.943
-0.049;0.943
-0.0488;0.943
-0.0486;0.943
-0.0484;0.943
-0.0482;0.943
-0.048;0.943
-0.0478;0.943
-0.0476;0.943
-0.0474;0.943
-0.0472;0.943
-0.047;0.943
-0.0468;0.943
-0.0466;0.943
-0.0464;0.943
-0.0462;0.943
-0.046;0.943
-0.0458;0.943
-0.0456;0.943
-0.0454;0.943
-0.0452;0.943
-0.045;0.943
-0.0448;0.943
-0.0446;0.943
-0.0444;0.943
-0.0442;0.943
-0.044;0.943
-0.0438;0.943
-0.0436;0.943
-0.0434;0.943
-0.0432;0.943
-0.043;0.943
-0.0428;0.943
-0.0426;0.943
-0.0424;0.943
-0.0422;0.943
-0.042;0.943
-0.0418;0.943
-0.0416;0.943
-0.0414;0.943
-0.0412;0.943
-0.041;0.943
-0.0408;0.943
-0.0406;0.943
-0.0404;0.943
-0.0402;0.943
-0.04;0.943
-0.0398;0.943
-0.0396;0.943
-0.0394;0.943
-0.0392;0.943
-0.039;0.943
-0.0388;0.943
-0.0386;0.943
-0.0384;0.943
-0.0382;0.943
-0.038;0.943
-0.0378;0.943
-0.0376;0.943
