energy;conductance
-0.0764;0.649
-0.0762;0.649
-0.076;0.65
-0.0758;0.651
-0.0756;0.652
-0.0754;0.653
-0.0752;0.653
-0.075;0.654
-0.0748;0.655
-0.0746;0.656
-0.0744;0.657
-0.0742;0.657
-0.074;0.658
-0.0738;0.659
-0.0736;0.66
-0.0734;0.661
-0.0732;0.661
-0.073;0.662
-0.0728;0.663
-0.0726;0.664
-0.0724;0.665
-0.0722;0.665
-0.072;0.666
-0.0718;0.667
-0.0716;0.668
-0.0714;0.669
-0.0712;0.669
-0.071;0.67
-0.0708;0.671
-0.0706;0.672
-0.0704;0.673
-0.0702;0.673
-0.07;0.674
-0.0698;0.675
-0.0696;0.676
-0.0694;0.676
-0.0692;0.677
-0.069;0.678
-0.0688;0.679
-0.0686;0.68
-0.0684;0.68
-0.0682;0.681
-0.068;0.682
-0.0678;0.683
-0.0676;0.683
-0.0674;0.684
-0.0672;0.685
-0.067;0.686
-0.0668;0.687
-0.0666;0.687
-0.0664;0.688
-0.0662;0.689
-0.066;0.69
-0.0658;0.69
-0.0656;0.691
-0.0654;0.692
-0.0652;0.693
-0.065;0.694
-0.0648;0.694
-0.0646;0.695
-0.0644;0.696
-0.0642;0.697
-0.064;0.697
-0.0638;0.698
-0.0636;0.699
-0.0634;0.7
-0.0632;0.701
-0.063;0.701
-0.0628;0.702
-0.0626;0.703
-0.0624;0.704
-0.0622;0.705
-0.062;0.705
-0.0618;0.706
-0.0616;0.707
-0.0614;0.708
-0.0612;0.709
-0.061;0.709
-0.0608;0.71
-0.0606;0.711
-0.0604;0.712
-0.0602;0.713
-0.06;0.713
-0.0598;0.714
-0.0596;0.715
-0.0594;0.716
-0.0592;0.717
-0.059;0.718
-0.0588;0.718
-0.0586;0.719
-0.0584;0.72
-0.0582;0.721
-0.058;0.722
-0.0578;0.722
-0.0576;0.723
-0.0574;0.724
-0.0572;0.725
-0.057;0.726
-0.0568;0.727
-0.0566;0.728
-0.0564;0.728
-0.0562;0.729
-0.056;0.73
-0.0558;0.731
-0.0556;0.732
-0.0554;0.733
-0.0552;0.734
-0.055;0.735
-0.0548;0.735
-0.0546;0.736
-0.0544;0.737
-0.0542;0.738
-0.054;0.739
-0.0538;0.74
-0.0536;0.741
-0.0534;0.742
-0.0532;0.743
-0.053;0.744
-0.0528;0.745
-0.0526;0.746
-0.0524;0.747
-0.0522;0.748
-0.052;0.749
-0.0518;0.75
-0.0516;0.751
-0.0514;0.752
-0.0512;0.753
-0.051;0.754
-0.0508;0.755
-0.0506;0.756
-0.0504;0.757
-0.0502;0.758
-0.05;0.759
-0.0498;0.76
-0.0496;0.761
-0.0494;0.762
-0.0492;0.763
-0.049;0.764
-0.0488;0.765
-0.0486;0.766
-0.0484;0.767
-0.0482;0.768
-0.048;0.77
-0.0478;0.771
-0.0476;0.772
-0.0474;0.773
-0.0472;0.774
-0.047;0.775
-0.0468;0.777
-0.0466;0.778
-0.0464;0.779
-0.0462;0.78
-0.046;0.781
-0.0458;0.783
-0.0456;0.784
-0.0454;0.785
-0.0452;0.787
-0.045;0.788
-0.0448;0.789
-0.0446;0.791
-0.0444;0.792
-0.0442;0.793
-0.044;0.795
-0.0438;0.796
-0.0436;0.798
-0.0434;0.799
-0.0432;0.801
-0.043;0.802
-0.0428;0.803
-0.0426;0.805
-0.0424;0.807
-0.0422;0.808
-0.042;0.81
-0.0418;0.811
-0.0416;0.813
-0.0414;0.815
-0.0412;0.816
-0.041;0.818
-0.0408;0.82
-0.0406;0.821
-0.0404;0.823
-0.0402;0.825
-0.04;0.827
-0.0398;0.829
-0.0396;0.83
-0.0394;0.832
-0.0392;0.834
-0.039;0.836
-0.0388;0.838
-0.0386;0.84
-0.0384;0.842
-0.0382;0.844
-0.038;0.846
-0.0378;0.849
-0.0376;0.851
-0.0374;0.853
-0.0372;0.855
-0.037;0.857
-0.0368;0.86
-0.0366;0.862
-0.0364;0.864
-0.0362;0.867
-0.036;0.869
-0.0358;0.872
-0.0356;0.874
-0.0354;0.877
-0.0352;0.88
-0.035;0.882
-0.0348;0.885
-0.0346;0.888
-0.0344;0.891
-0.0342;0.893
-0.034;0.896
-0.0338;0.899
-0.0336;0.902
-0.0334;0.905
-0.0332;0.908
-0.033;0.911
-0.0328;0.915
-0.0326;0.918
-0.0324;0.921
-0.0322;0.924
-0.032;0.928
-0.0318;0.931
-0.0316;0.934
-0.0314;0.938
-0.0312;0.941
-0.031;0.945
-0.0308;0.948
-0.0306;0.952
-0.0304;0.955
-0.0302;0.958
-0.03;0.962
-0.0298;0.965
-0.0296;0.969
-0.0294;0.972
-0.0292;0.975
-0.029;0.979
-0.0288;0.982
-0.0286;0.985
-0.0284;0.988
-0.0282;0.99
-0.028;0.993
-0.0278;0.995
-0.0276;0.997
-0.0274;0.998
-0.0272;0.999
-0.027;1.0
-0.0268;1.0
-0.0266;1.0
-0.0264;0.998
-0.0262;0.996
-0.026;0.994
-0.0258;0.99
-0.0256;0.985
-0.0254;0.979
-0.0252;0.971
-0.025;0.962
-0.0248;0.951
-0.0246;0.939
-0.0244;0.924
-0.0242;0.907
-0.024;0.888
-0.0238;0.867
-0.0236;0.843
-0.0234;0.816
-0.0232;0.787
-0.023;0.755
-0.0228;0.721
-0.0226;0.684
-0.0224;0.645
-0.0222;0.604
-0.022;0.561
-0.0218;0.518
-0.0216;0.473
-0.0214;0.429
-0.0212;0.385
-0.021;0.342
-0.0208;0.3
-0.0206;0.261
-0.0204;0.223
-0.0202;0.189
-0.02;0.157
-0.0198;0.128
-0.0196;0.103
-0.0194;0.08
-0.0192;0.061
-0.019;0.045
-0.0188;0.031
-0.0186;0.021
-0.0184;0.013
-0.0182;0.007
-0.018;0.003
-0.0178;0.001
-0.0176;0.0
-0.0174;0.001
-0.0172;0.003
-0.017;0.006
-0.0168;0.01
-0.0166;0.015
-0.0164;0.021
-0.0162;0.027
-0.016;0.033
-0.0158;0.04
-0.0156;0.047
-0.0154;0.054
-0.0152;0.061
-0.015;0.068
-0.0148;0.076
-0.0146;0.083
-0.0144;0.091
-0.0142;0.098
-0.014;0.105
-0.0138;0.112
-0.0136;0.119
-0.0134;0.126
-0.0132;0.133
-0.013;0.14
-0.0128;0.146
-0.0126;0.153
-0.0124;0.159
-0.0122;0.165
-0.012;0.171
-0.0118;0.177
-0.0116;0.183
-0.0114;0.188
-0.0112;0.194
-0.011;0.199
-0.0108;0.204
-0.0106;0.209
-0.0104;0.214
-0.0102;0.218
-0.01;0.223
-0.0098;0.227
-0.0096;0.231
-0.0094;0.236
-0.0092;0.24
-0.009;0.243
-0.0088;0.247
-0.0086;0.251
-0.0084;0.255
-0.0082;0.258
-0.008;0.261
-0.0078;0.265
-0.0076;0.268
-0.0074;0.271
-0.0072;0.274
-0.007;0.277
-0.0068;0.28
-0.0066;0.283
-0.0064;0.285
-0.0062;0.288
-0.006;0.291
-0.0058;0.293
-0.0056;0.296
-0.0054;0.298
-0.0052;0.301
-0.005;0.303
-0.0048;0.306
-0.0046;0.309
-0.0044;0.311
-0.0042;0.314
-0.004;0.317
-0.0038;0.32
-0.0036;0.323
-0.0034;0.327
-0.0032;0.331
-0.003;0.336
-0.0028;0.342
-0.0026;0.349
-0.0024;0.359
-0.0022;0.371
-0.002;0.388
-0.0018;0.415
-0.0016;0.458
-0.0014;0.543
-0.0012;0.743
-0.001;0.925
-0.0008;0.018
-0.0006;0.031
-0.0004;0.076
-0.0002;0.1
0.0;0.017
0.0002;0.1
0.0004;0.076
0.0006;0.031
0.0008;0.018
0.001;0.925
0.0012;0.743
0.0014;0.543
0.0016;0.458
0.0018;0.415
0.002;0.388
0.0022;0.371
0.0024;0.359
0.0026;0.349
0.0028;0.342
0.003;0.336
0.0032;0.331
0.0034;0.327
0.0036;0.323
0.0038;0.32
0.004;0.317
0.0042;0.314
0.0044;0.311
0.0046;0.309
0.0048;0.306
0.005;0.303
0.0052;0.301
0.0054;0.298
0.0056;0.296
0.0058;0.293
0.006;0.291
0.0062;0.288
0.0064;0.285
0.0066;0.283
0.0068;0.28
0.007;0.277
0.0072;0.274
0.0074;0.271
0.0076;0.268
0.0078;0.265
0.008;0.261
0.0082;0.258
0.0084;0.255
0.0086;0.251
0.0088;0.247
0.009;0.243
0.0092;0.24
0.0094;0.236
0.0096;0.231
0.0098;0.227
0.01;0.223
0.0102;0.218
0.0104;0.214
0.0106;0.209
0.0108;0.204
0.011;0.199
0.0112;0.194
0.0114;0.188
0.0116;0.183
0.0118;0.177
0.012;0.171
0.0122;0.165
0.0124;0.159
0.0126;0.153
0.0128;0.146
0.013;0.14
0.0132;0.133
0.0134;0.126
0.0136;0.119
0.0138;0.112
0.014;0.105
0.0142;0.098
0.0144;0.091
0.0146;0.083
0.0148;0.076
0.015;0.068
0.0152;0.061
0.0154;0.054
0.0156;0.047
0.0158;0.04
0.016;0.033
0.0162;0.027
0.0164;0.021
0.0166;0.015
0.0168;0.01
0.017;0.006
0.0172;0.003
0.0174;0.001
0.0176;0.0
0.0178;0.001
0.018;0.003
0.0182;0.007
0.0184;0.013
0.0186;0.021
0.0188;0.031
0.019;0.045
0.0192;0.061
0.0194;0.08
0.0196;0.103
0.0198;0.128
0.02;0.157
0.0202;0.189
0.0204;0.223
0.0206;0.261
0.0208;0.3
0.021;0.342
0.0212;0.385
0.0214;0.429
0.0216;0.473
0.0218;0.518
0.022;0.561
0.0222;0.604
0.0224;0.645
0.0226;0.684
0.0228;0.721
0.023;0.755
0.0232;0.787
0.0234;0.816
0.0236;0.843
0.0238;0.867
0.024;0.888
0.0242;0.907
0.0244;0.924
0.0246;0.939
0.0248;0.951
0.025;0.962
0.0252;0.971
0.0254;0.979
0.0256;0.985
0.0258;0.99
0.026;0.994
0.0262;0.996
0.0264;0.998
0.0266;1.0
0.0268;1.0
0.027;1.0
0.0272;0.999
0.0274;0.998
0.0276;0.997
0.0278;0.995
0.028;0.993
0.0282;0.99
0.0284;0.988
0.0286;0.985
0.0288;0.982
0.029;0.979
0.0292;0.975
0.0294;0.972
0.0296;0.969
0.0298;0.965
0.03;0.962
0.0302;0.958
0.0304;0.955
0.0306;0.952
0.0308;0.948
0.031;0.945
0.0312;0.941
0.0314;0.938
0.0316;0.934
0.0318;0.931
0.032;0.928
0.0322;0.924
0.0324;0.921
0.0326;0.918
0.0328;0.915
0.033;0.911
0.0332;0.908
0.0334;0.905
0.0336;0.902
0.0338;0.899
0.034;0.896
0.0342;0.893
0.0344;0.891
0.0346;0.888
0.0348;0.885
0.035;0.882
0.0352;0.88
0.0354;0.877
0.0356;0.874
0.0358;0.872
0.036;0.869
0.0362;0.867
0.0364;0.864
0.0366;0.862
0.0368;0.86
0.037;0.857
0.0372;0.855
0.0374;0.853
0.0376;0.851
0.0378;0.849
0.038;0.846
0.0382;0.844
0.0384;0.842
0.0386;0.84
0.0388;0.838
0.039;0.836
0.0392;0.834
0.0394;0.832
0.0396;0.83
0.0398;0.829
0.04;0.827
0.0402;0.825
0.0404;0.823
0.0406;0.821
0.0408;0.82
0.041;0.818
0.0412;0.816
0.0414;0.815
0.0416;0.813
0.0418;0.811
0.042;0.81
0.0422;0.808
0.0424;0.807
0.0426;0.805
0.0428;0.803
0.043;0.802
0.0432;0.801
0.0434;0.799
0.0436;0.798
0.0438;0.796
0.044;0.795
0.0442;0.793
0.0444;0.792
0.0446;0.791
0.0448;0.789
0.045;0.788
0.0452;0.787
0.0454;0.785
0.0456;0.784
0.0458;0.783
0.046;0.781
0.0462;0.78
0.0464;0.779
0.0466;0.778
0.0468;0.777
0.047;0.775
0.0472;0.774
0.0474;0.773
0.0476;0.772
0.0478;0.771
0.048;0.77
0.0482;0.768
0.0484;0.767
0.0486;0.766
0.0488;0.765
0.049;0.764
0.0492;0.763
0.0494;0.762
0.0496;0.761
0.0498;0.76
0.05;0.759
0.0502;0.758
0.0504;0.757
0.0506;0.756
0.0508;0.755
0.051;0.754
0.0512;0.753
0.0514;0.752
0.0516;0.751
0.0518;0.75
0.052;0.749
0.0522;0.748
0.0524;0.747
0.0526;0.746
0.0528;0.745
0.053;0.744
0.0532;0.743
0.0534;0.742
0.0536;0.741
0.0538;0.74
0.054;0.739
0.0542;0.738
0.0544;0.737
0.0546;0.736
0.0548;0.735
0.055;0.735
0.0552;0.734
0.0554;0.733
0.0556;0.732
0.0558;0.731
0.056;0.73
0.0562;0.729
0.0564;0.728
0.0566;0.728
0.0568;0.727
0.057;0.726
0.0572;0.725
0.0574;0.724
0.0576;0.723
0.0578;0.722
0.058;0.722
0.0582;0.721
0.0584;0.72
0.0586;0.719
0.0588;0.718
0.059;0.718
0.0592;0.717
0.0594;0.716
0.0596;0.715
0.0598;0.714
0.06;0.713
0.0602;0.713
0.0604;0.712
0.0606;0.711
0.0608;0.71
0.061;0.709
0.0612;0.709
0.0614;0.708
0.0616;0.707
0.0618;0.706
0.062;0.705
0.0622;0.705
0.0624;0.704
0.0626;0.703
0.0628;0.702
0.063;0.701
0.0632;0.701
0.0634;0.7
0.0636;0.699
0.0638;0.698
0.064;0.697
0.0642;0.697
0.0644;0.696
0.0646;0.695
0.0648;0.694
0.065;0.694
0.0652;0.693
0.0654;0.692
0.0656;0.691
0.0658;0.69
0.066;0.69
0.0662;0.689
0.0664;0.688
0.0666;0.687
0.0668;0.687
0.067;0.686
0.0672;0.685
0.0674;0.684
0.0676;0.683
0.0678;0.683
0.068;0.682
0.0682;0.681
0.0684;0.68
0.0686;0.68
0.0688;0.679
0.069;0.678
0.0692;0.677
0.0694;0.676
0.0696;0.676
0.0698;0.675
0.07;0.674
0.0702;0.673
0.0704;0.673
0.0706;0.672
0.0708;0.671
0.071;0.67
0.0712;0.669
0.0714;0.669
0.0716;0.668
0.0718;0.667
0.072;0.666
0.0722;0.665
0.0724;0.665
0.0726;0.664
0.0728;0.663
0.073;0.662
0.0732;0.661
0.0734;0.661
0.0736;0.66
0.0738;0.659
0.074;0.658
0.0742;0.657
0.0744;0.657
0.0746;0.656
0.0748;0.655
0.075;0.654
0.0752;0.653
0.0754;0.653
0.0756;0.652
0.0758;0.651
0.076;0.65
0.0762;0.649
0.0764;0.649
0.0766;0.648
0.0768;0.647
0.077;0.646
0.0772;0.645
0.0774;0.644
0.0776;0.644
0.0778;0.643
0.078;0.642
0.0782;0.641
0.0784;0.64
0.0786;0.639
0.0788;0.639
0.079;0.638
0.0792;0.637
0.0794;0.636
0.0796;0.635
0.0798;0.634
0.08;0.634
0.0802;0.633
0.0804;0.632
0.0806;0.631
0.0808;0.63
0.081;0.629
0.0812;0.628
0.0814;0.627
0.0816;0.627
0.0818;0.626
0.082;0.625
0.0822;0.624
0.0824;0.623
0.0826;0.622
0.0828;0.621
0.083;0.62
0.0832;0.619
0.0834;0.619
0.0836;0.618
0.0838;0.617
0.084;0.616
0.0842;0.615
0.0844;0.614
0.0846;0.613
0.0848;0.612
0.085;0.611
0.0852;0.61
0.0854;0.609
0.0856;0.609
0.0858;0.608
0.086;0.607
0.0862;0.606
0.0864;0.605
0.0866;0.604
0.0868;0.603
0.087;0.602
0.0872;0.601
0.0874;0.6
0.0876;0.599
0.0878;0.598
0.088;0.597
0.0882;0.596
0.0884;0.595
0.0886;0.594
0.0888;0.593
0.089;0.592
0.0892;0.591
0.0894;0.59
0.0896;0.589
0.0898;0.588
0.09;0.587
0.0902;0.586
0.0904;0.585
0.0906;0.584
0.0908;0.583
0.091;0.582
0.0912;0.581
0.0914;0.58
0.0916;0.579
0.0918;0.578
0.092;0.577
0.0922;0.576
0.0924;0.575
0.0926;0.574
0.0928;0.573
0.093;0.572
0.0932;0.571
0.0934;0.57
0.0936;0.568
0.0938;0.567
0.094;0.566
0.0942;0.565
0.0944;0.564
0.0946;0.563
0.0948;0.562
0.095;0.561
0.0952;0.56
0.0954;0.559
0.0956;0.557
0.0958;0.556
0.096;0.555
0.0962;0.554
0.0964;0.553
0.0966;0.552
0.0968;0.551
0.097;0.549
0.0972;0.548
0.0974;0.547
0.0976;0.546
0.0978;0.545
0.098;0.544
0.0982;0.542
0.0984;0.541
0.0986;0.54
0.0988;0.539
0.099;0.538
0.0992;0.536
0.0994;0.535
0.0996;0.534
0.0998;0.533
0.1;0.532
